text,label,rationale
"Sometimes I feel like all this effort is just like sticking diamond encrusted alloys on a knackered Corsa. I mean, shit is what it is at the end of the day.",1,"The phrase 'diamond encrusted alloys' contrasts with 'knackered Corsa,' highlighting the futility of superficial improvements."
a single man directed by tom ford simultaneously resurrected me from death only to brutally murder me once more.,1,"The phrase 'resurrected me from death' contrasts with 'brutally murder me once more,' highlighting ironic exaggeration."
"Hey Siri, how do I stop simping?",1,"The phrase 'stop simping' is used ironically, as seeking help implies a lack of seriousness about the issue."
we love mixed signals :face_with_rolling_eyes:,1,The phrase 'we love' is used ironically to express frustration with confusing communication.
Hey does anyone know of any organizations that have massive stockpiles of money that could be super useful to the world during a public crisis?????,1,"The rhetorical question implies that such organizations are unlikely to exist, contrasting with the serious need during a crisis."
Wow Bdubs can bench press 150 kilometers,1,"The exaggeration of 'bench press 150 kilometers' contrasts with realistic weightlifting capabilities, highlighting absurdity."
"Nothing screams “I’m a glamorous cosmopolitan woman” like following your dog down the street in the midst of winter, saying “go potty! Go POTTY!” over and over again.",1,The phrase 'glamorous cosmopolitan woman' is ironically contrasted with the mundane act of urging a dog to relieve itself.
"Heard a rumor that Baja Blast is coming to stores and regardless if anything else I hope for in life falls through, at least I'll have this.",1,The phrase 'at least I'll have this' contrasts the triviality of Baja Blast with the seriousness of life aspirations.
@user Reviewer 2: this is a very weak paper that fails proof of concept. Stating a cat bed is also a wizard's hat is totally wrong and your data cannot support this,1,The phrase 'very weak paper' contrasts with the absurdity of claiming a cat bed is a wizard's hat.
A wrong impression is once again my specialty,1,"The phrase 'my specialty' ironically contrasts with the negative connotation of 'wrong impression', highlighting self-deprecation."
if trees would simply stop producing flammable leaves climate change would not be an issue,1,The phrase 'if trees would simply stop' uses irony to mock the unrealistic expectation of trees solving climate change.
haven’t written in months cuz there are no male teachers to impress :persevering_face:,1,"The phrase 'no male teachers to impress' contrasts with the expectation of writing, highlighting a lack of motivation."
hey quick question is it fall or spring???,1,"The rhetorical question contrasts the confusion about seasons, implying the obviousness of the answer."
when the toilet seat is warmed up for you&gt;&gt;&gt;,1,"The phrase 'warmed up for you' ironically suggests a luxury, contrasting with the mundane reality of a heated toilet seat."
@user Nice,1,"The word 'Nice' is used ironically to express disdain or disappointment, contrasting with its literal meaning."
me and noah forgot that today is our anniversary. if that isn’t couple goals then idk what is :relieved_face:,1,"The phrase 'couple goals' is used ironically to highlight their forgetfulness, contrasting with typical relationship expectations."
I can’t wait to hear more about the life of an upper middle class East Asian American whose only personality trait is drinking boba tea http,1,The phrase 'I can’t wait' is used ironically to mock the perceived lack of depth in the subject's personality.
Hey what's the weather like today? Am I going to need an umbrella?,1,The literal inquiry about the weather contrasts with the implied expectation of already knowing the answer.
trying to figure out how to use notion for my anime list. I think i’m dying,1,"The phrase 'I think I’m dying' exaggerates frustration with using Notion, contrasting the trivial task with a dramatic outcome."
Do you think anyone on Bachelor in Paradise has seen Oscar winner Parasite?,1,"The rhetorical question implies that the contestants are unlikely to have seen the acclaimed film, contrasting their perceived lack of sophistication."
"""your pronouns are what's in your pants"" ok. juicy/dumper",1,"The phrase 'what's in your pants' contrasts with the respectful acknowledgment of pronouns, highlighting insensitivity."
"It’s so amazing how people forget you exist until they want something from you :,)",1,The phrase 'so amazing' is used ironically to highlight the disappointment of being overlooked until needed.
2 things I love: 1. Being woken up by construction work an hour before my alarm. 2. Sarcasm.,1,The phrase 'I love' is used ironically to express annoyance about being woken up early.
How bout you dont use a gazillion filters on your pictures,1,The phrase 'a gazillion filters' exaggerates the use of filters to mock excessive photo editing.
"finished the queen's gambit, i loved a look into the 1960s in the american south with no racism just vibes",1,The phrase 'no racism just vibes' contrasts the idealized view of the 1960s with the historical reality of racism.
Wow it’s almost like we don’t nap every single day at the exact same time wow how dare I try to do the thing we do every single day!,1,The phrase 'how dare I' is used ironically to mock the absurdity of the complaint about a daily routine.
@user Nah bruh you just drinking it upside down :face_with_tears_of_joy:,1,"The phrase 'drinking it upside down' contrasts with the expectation of normal drinking, implying incompetence humorously."
@user Easily one of the worst and most damaging takes for both trans AND cis women I have seen thus far. Congrats on reaching new levels of awful lmao,1,The phrase 'Congrats on reaching new levels of awful' uses irony to mock the user's opinion.
@user I thing you might be on to somethink! :face_with_rolling_eyes:,1,The phrase 'you might be on to something' is used ironically to mock the user's idea.
"Here comes the final of the UK #DailyBriefing - who will win, Johnson or Covid?",1,"The phrase 'who will win' contrasts the serious implications of Covid with a trivial competition, highlighting irony."
"""You're not a normal white girl"" lol ok",1,"The phrase 'not a normal white girl' implies a negative judgment, contrasting with the casual 'lol ok' suggesting mockery."
Great time for sim and I to have our weekly life update.... :first_quarter_moon_face: :last_quarter_moon_face: :koala: (closest thing to an owl) :ZZZ: :ZZZ: :ZZZ: :ZZZ: :ZZZ: :sleeping_face:,1,The phrase 'Great time' contrasts with the excessive sleepiness and disinterest conveyed by the emojis.
I love when you go to shop for plus size clothing and it's always just shoved under women's and it doesn't have any subcategories so u just have to wade thru everything like a pig being thrown slop,1,"The phrase 'I love' contrasts with the frustration of poorly organized clothing, highlighting irony."
